Gene Name	TPM
CLK2	32.66489
CLK3	32.848991
CLK4	14.213535
CLP1	14.912482
CMSS1	6.517864
CMTR1	12.367366
CMTR2	31.595533000000003
CNBP	86.116287
CNOT1	85.99638399999999
CNOT10	27.310793
CNOT11	55.041103
CNOT2	61.466170999999996
CNOT3	4.527443
CNOT4	5.147476999999999
CNOT6	18.659691
CNOT6L	10.091224
CNOT7	27.200008
CNOT8	43.171288
CNOT9	49.866772
CNP	10.079577
CPEB1	0.0137
CPEB2	1.442917
CPEB3	1.7756900000000002
CPEB4	13.585443
CPSF1	32.328358
CPSF2	19.597691
CPSF3	54.751404
CPSF4	13.31187
CPSF4L	2.92244
CPSF6	31.221651
CPSF7	22.154167
CRNKL1	35.186741
CRYZ	29.769499
CSDC2	0.19043
CSDE1	142.798447
CSTF1	64.455589
CSTF2	27.699955
CSTF2T	19.732668
CSTF3	35.84774
CTC-360G5.8	0.0
CTIF	2.052568
CTU1	2.40733
CTU2	7.1087050000000005
CWC22	14.014145999999998
CWC25	16.012894
CWC27	22.446587
CWF19L1	23.594355
CWF19L2	11.65527
DALRD3	5.979906
DAP3	148.037048
DARS1	150.161789
DARS2	33.721728999999996
DAZ1	0.0
DAZ2	0.0
DAZ3	0.0
DAZ4	0.0
DAZAP1	53.500735999999996
DAZL	0.0
DBR1	16.113844
DCAF13	39.329739000000004
DCP1A	8.937155
DCP1B	5.08816
DCP2	38.133507
DCPS	7.718361
DDX1	40.219994
DDX10	13.636435
DDX11	22.175352
DDX17	182.006866
DDX18	50.643658
DDX19A	15.143988
DDX20	6.829619999999999
DDX21	84.449585
DDX23	94.69619
DDX24	35.110775
DDX25	0.0
DDX27	45.494099
DDX28	7.980182000000001
DDX31	20.256239
DDX39A	62.633568000000004
DDX3X	37.123001
DDX3Y	42.065781
DDX4	0.0
DDX41	24.619566
DDX42	47.180842999999996
DDX43	0.125281
DDX46	42.074589
DDX47	36.570351
DDX49	31.688709000000003
DDX5	91.773422
DDX50	37.937794
DDX51	6.53945
DDX52	28.691485999999998
DDX53	0.0
DDX54	26.694101
DDX55	29.084475
DDX56	32.27042
DDX58	5.941175
DDX59	15.459379
DDX60	6.817246000000001
DDX60L	11.284946000000001
DEK	148.172104
DENR	65.08918800000001
DGCR8	11.750586
DHX15	185.219788
DHX29	17.367235
DHX30	16.799894000000002
DHX32	30.898882
DHX33	5.046554
DHX34	6.498956
DHX35	9.080288000000001
DHX36	26.594804999999997
DHX37	14.127328
DHX38	16.638441
DHX40	43.951405
DHX57	9.645133999999999
DHX8	22.045631
DHX9	131.916443
DICER1	28.081546999999997
DIMT1	13.363697
DIS3	32.692081
DIS3L	25.09211
DIS3L2	11.737814
DKC1	59.733955
DNAAF2	12.113046
DNAAF6	0.0
DNAJC17	6.897034
DNAJC21	29.940278999999997
DND1	0.223677
DNMT1	26.523616999999998
DNMT3B	0.144879
DNTTIP2	11.265067
DQX1	12.252499
DRG1	49.648724
DRG2	19.576132
DROSHA	27.473282
DUS1L	41.914009
DUS2	16.447395
DUS3L	15.160392000000002
DUS4L	8.332239
DUSP11	19.234863
DYNC1H1	39.585632000000004
DYNLL1	180.86733999999998
DZIP1	0.022472
DZIP1L	0.058044000000000005
DZIP3	9.838647
EARS2	15.405667999999999
EBNA1BP2	76.359375
EDC3	5.959682
EDC4	17.695835
EED	20.123404999999998
EEF1A1	3093.689453
EEF1A2	0.363817
EEF1AKMT2	6.328494999999999
EEF1B2	520.360596
EEF1D	185.461517
EEF1E1	36.337547
EEF1G	802.7166139999999
EEF2	742.612183
EEF2K	15.367575
EEFSEC	4.185795
EFL1	20.940758
EFTUD2	47.853249
EIF1	48.096691
EIF1AD	10.294885
EIF1AX	38.246983
EIF1AY	51.298302
EIF1B	12.581305
EIF2A	138.821991
EIF2AK1	33.462498
EIF2AK2	12.981892
EIF2AK3	18.295822
EIF2AK4	13.836823
EIF2B1	38.711052
EIF2B2	13.758875
EIF2B3	14.631407000000001
EIF2B4	12.801571000000001
EIF2B5	36.675579
EIF2D	45.398457
EIF2S1	44.904259
EIF2S2	169.456512
EIF2S3	195.364105
EIF2S3B	0.406767
EIF3A	67.732109
EIF3B	179.733826
EIF3C	54.926777
EIF3CL	61.648701
EIF3D	279.386658
EIF3E	298.025177
EIF3G	111.237137
EIF3H	94.437393
EIF3I	144.433975
EIF3J	49.285323999999996
EIF3K	190.22653200000002
EIF3L	223.08540299999999
EIF3M	128.52813700000002
EIF4A1	271.251709
EIF4A2	155.53100600000002
EIF4A3	39.014488
EIF4B	369.223114
EIF4E	52.253658
EIF4E1B	0.0
EIF4E2	52.054485
EIF4E3	0.628564
EIF4ENIF1	8.726894999999999
EIF4G1	91.141335
EIF4G2	196.79896499999998
EIF4G3	24.343954
EIF5	42.783015999999996
EIF5A	142.67704799999998
EIF5A2	4.201744000000001
EIF5AL1	2.3189490000000004
EIF5B	7.4738869999999995
EIF6	146.777145
ELAC1	3.327428
ELAC2	43.97316
ELAVL1	12.770283000000001
ELAVL2	0.0
ELAVL3	0.005252000000000001
ELAVL4	0.101775
ENDOG	11.666764
ENDOU	0.26427399999999995
ENDOV	16.144596
ENOX1	1.084044
ENOX2	11.295003
EPRS1	99.055435
ERAL1	14.640101000000001
ERI1	10.513853999999998
ERI2	27.998116999999997
ERI3	23.868682999999997
ERN1	4.807043
ERN2	28.427042
ESF1	21.108511
ESRP1	99.96560699999999
ESRP2	9.746981
ESS2	3.91097
ETF1	83.844597
EWSR1	117.955078
EXO1	21.208925
EXOG	5.348812000000001
EXOSC1	32.476738
EXOSC10	49.901482
EXOSC2	40.615005
EXOSC3	17.033085
EXOSC4	16.735668
EXOSC5	24.619215
EXOSC6	8.414771
EXOSC7	21.384809
EXOSC8	76.324821
EXOSC9	24.652622
EZH2	29.282961
FAM120A	79.388054
FAM120B	5.281754
FAM120C	1.9918150000000001
FAM98A	9.250802
FAM98B	6.18434
FAM98C	6.225028
FARS2	12.136664
FARSA	51.082829
FARSB	9.762495
FASTK	16.132123999999997
FASTKD1	37.498486
FASTKD2	20.649237
FASTKD3	18.964558
FASTKD5	42.995940999999995
FAU	346.91943399999997
FBL	76.645172
FBLL1	0.049648000000000005
FCF1	18.526356
FIP1L1	48.119732
FMC1-LUC7L2	4.4344730000000006
FMR1	15.651349
FRG1BP	17.626238
FTO	4.67496
FTSJ3	30.39299
FUBP1	58.267483
FUBP3	35.68251
FUS	13.383460999999999
FXR1	48.458294
FXR2	17.335258
FYTTD1	6.867913000000001
G3BP1	65.63868000000001
G3BP2	27.783682000000002
GAPDH	2529.017334
GAR1	8.334736999999999
GARS1	49.139697999999996
GATB	21.28895
GATC	40.976603999999995
GCFC2	10.705271
GEMIN2	11.875874000000001
GEMIN4	16.714632
GEMIN5	10.309944
GEMIN6	19.415401
GEMIN7	12.291236999999999
GEMIN8	11.91734
GFM1	45.335224
GFM2	45.936809999999994
GLE1	38.532326
GNL2	43.361736
GNL3	77.797379
GNL3L	14.969425
GPATCH1	7.975771000000001
GPATCH4	7.268886999999999
GPATCH8	11.131969
GRSF1	29.925882
GRWD1	8.887402999999999
GSPT1	34.188179
GTF2F1	50.51041
GTF3A	218.657333
GTPBP1	11.041464999999999
GTPBP10	13.2906
GTPBP2	13.087766
GTPBP3	4.906004
GTPBP4	32.201664
GUF1	31.984978
HABP4	9.891257000000001
HARS1	22.957006
HARS2	22.168182
HBS1L	152.38734399999998
HDLBP	177.592773
HEATR1	33.695469
HELZ	16.057859
HELZ2	4.1722529999999995
HENMT1	26.480801
HEXIM1	6.028830999999999
HEXIM2	5.239952
HINT3	13.481192000000002
HNRNPA0	14.899426
HNRNPA1	272.759064
HNRNPA1L2	0.880774
HNRNPA2B1	35.782104
HNRNPA3	20.343065
HNRNPAB	207.65829499999998
HNRNPC	461.00164800000005
HNRNPCL1	0.05360499999999999
HNRNPD	27.846149
HNRNPDL	82.006454
HNRNPF	284.04348799999997
HNRNPH1	214.04183999999998
HNRNPH2	82.569237
HNRNPH3	19.990357999999997
HNRNPK	327.40609700000005
HNRNPL	152.202438
HNRNPLL	38.139984000000005
HNRNPM	56.396797
HNRNPR	94.789177
HNRNPU	115.86436499999999
HNRNPUL1	66.671745
HNRNPUL2	8.717044999999999
HTATSF1	32.74329
IARS1	108.80386399999999
IARS2	92.044273
IFIH1	9.358332
IFIT1	0.8938870000000001
IFIT1B	0.025176
IFIT2	3.3180169999999998
IFIT3	6.759544
IFIT5	8.193049
IGF2BP1	0.06522
IGF2BP2	15.345010999999998
IGF2BP3	13.665994
IGHMBP2	4.750056
ILF2	263.137817
ILF3	73.990364
IMP3	75.929604
IMP4	35.439503
INTS1	10.302971000000001
INTS10	49.396332
INTS11	25.593764999999998
INTS12	11.914067999999999
INTS2	18.423988
INTS3	34.665062
INTS4	38.403511
INTS5	6.236932
INTS6	88.733948
INTS6L	2.508946
INTS7	17.826626
INTS8	46.565983
INTS9	9.999015
IPO11	23.981754000000002
IPO13	7.534347
IPO4	12.215175
IPO5	154.63887
IPO7	84.549927
IPO8	22.102415
IPO9	16.890001
IREB2	28.116885999999997
ISG20	7.827678999999999
ISG20L2	9.623155
ISY1	48.400368
JAKMIP1	0.0
KARS1	117.109627
KAT8	35.769047
KHDC1	1.382418
KHDRBS1	37.016495
KHDRBS2	0.0
KHDRBS3	17.193245
KHNYN	25.083145000000002
KHSRP	30.974092
KIN	4.765428
KPNB1	112.909477
KRR1	28.331284000000004
L1TD1	0.0
LARP1	33.723652
LARP1B	32.152031
LARP4	39.394222
LARP4B	25.433294
LARP6	0.059298000000000003
LARP7	33.251765999999996
LARS1	73.957024
LARS2	10.217669
LAS1L	19.317207
LCMT2	7.724767999999999
LIN28A	0.043405
LIN28B	0.013599000000000002
LONP1	19.722614
LRPPRC	153.945023
LRRC47	13.879701
LRRFIP1	28.190733
LRRFIP2	14.830197
LSG1	62.23911700000001
LSM1	23.83589
LSM10	7.064186
LSM11	5.854324
LSM12	15.460616
LSM14B	21.048697
LSM3	21.48835
LSM4	138.86409
LSM5	30.117887
LSM6	15.991568
LSM7	64.010948
LSM8	26.474421000000003
LUC7L	30.864975
LUC7L3	66.29759200000001
MAEL	0.22961900000000002
MAGOH	35.429733
MAGOHB	23.769251
MAK16	14.992006
MARF1	13.878062
MARS1	58.54343000000001
MARS2	9.904456
MATR3	89.102432
MAZ	48.265106
MBNL1	54.578022
MBNL2	68.699074
MBNL3	19.354038
MCTS1	15.284660999999998
MECP2	10.375457
MEPCE	21.323969
METTL1	7.9988649999999994
METTL14	8.184211999999999
METTL2A	11.528412
METTL2B	11.340836999999999
METTL3	33.453209
METTL5	50.888591999999996
MEX3A	0.637484
MEX3B	0.318058
MEX3C	14.546844
MEX3D	3.109493
MIF4GD	9.188301
MKRN1	49.436287
MKRN2	9.575356
MKRN3	0.017787
MOV10	8.863716
MOV10L1	0.021769
MPHOSPH10	21.274117
MPHOSPH6	25.80077
MRM1	14.961985
MRM2	6.392862999999999
MRM3	14.043691
MRPL1	45.208057000000004
MRPL10	18.333479
MRPL11	40.474491
MRPL12	24.606071
MRPL13	63.21195600000001
MRPL14	42.316212
MRPL15	32.019622999999996
MRPL16	50.541313
MRPL17	26.268106
MRPL18	52.282070000000004
MRPL19	14.133773999999999
MRPL2	16.895397
MRPL20	83.514717
MRPL21	64.545158
MRPL22	12.986569
MRPL23	67.05753299999999
MRPL24	78.765999
MRPL27	49.516739
MRPL28	23.088835
MRPL3	101.148735
MRPL30	33.312092
MRPL32	43.457237
MRPL33	117.48200200000001
MRPL34	44.885078
MRPL35	38.018688
MRPL36	77.15679899999999
MRPL37	61.760387
MRPL38	61.037678
MRPL39	45.429333
MRPL4	15.409839999999999
MRPL40	42.048775
MRPL41	45.154446
MRPL42	36.257893
MRPL43	42.032711
MRPL44	35.034607
MRPL45	63.100765
MRPL46	36.456631
MRPL47	61.061939
MRPL48	58.412426
MRPL49	19.258333
MRPL50	37.954445
MRPL51	96.663483
MRPL52	65.66731300000001
MRPL53	10.636194
MRPL54	37.907455
MRPL55	12.381748
MRPL57	80.43020600000001
MRPL58	32.003116999999996
MRPL9	59.38385400000001
MRPS10	286.90551800000003
MRPS11	25.782232
MRPS12	95.809135
MRPS14	30.456766
MRPS15	75.88272099999999
MRPS16	23.112714999999998
MRPS17	17.750521
MRPS18A	31.092284999999997
MRPS18C	38.271473
MRPS2	35.081425
MRPS21	91.49290500000001
MRPS22	60.282322
MRPS23	17.50009
MRPS24	36.164619
MRPS25	14.882322
MRPS26	60.626022
MRPS27	28.414587
MRPS28	55.782284
MRPS30	101.321342
MRPS31	68.46582
MRPS33	17.718521
MRPS34	61.128967
MRPS35	115.548286
MRPS36	49.744492
MRPS5	40.271889
MRPS6	31.193990999999997
MRPS7	66.11998
MRPS9	48.797348
MRRF	53.781136
MRTO4	34.330502
MSI1	0.008195000000000001
MSI2	52.001022
MSL3	6.21903
MTERF4	8.212564
MTFMT	20.130233999999998
MTHFSD	12.807568
MTIF2	53.538937
MTIF3	126.516678
MTO1	9.372574
MTPAP	11.797267
MTREX	69.357117
MTRF1	51.963116
MTRF1L	8.904774
MVP	57.318146
MYEF2	0.013447999999999998
N4BP1	6.90828
NAA38	53.936012
NAF1	7.202497
NANOS1	0.705842
NANOS2	0.0
NANOS3	0.22285500000000003
NARS1	103.409859
NARS2	16.719824
NAT10	22.504923
NCBP1	68.280502
NCBP2	92.46051
NCBP2L	0.0
NCBP3	18.336044
NCL	103.035172
NFX1	21.226868
NGDN	22.317169
NHP2	150.17791699999998
NIFK	58.421082
NIP7	21.310966
NKRF	11.75362
NMD3	33.010674
NOA1	31.732635
NOB1	29.658188
NOC2L	48.689186
NOC3L	20.6681
NOC4L	10.99501
NOCT	3.6684669999999997
NOL10	25.29244
NOL11	57.570918999999996
NOL3	10.336102
NOL6	13.483974
NOL7	52.299706
NOL8	26.700772999999998
NOL9	12.920352000000001
NOLC1	39.823044
NOM1	7.933400999999999
NONO	166.43544
NOP10	241.32290600000002
NOP14	33.82938
NOP16	55.210613
NOP2	23.521046
NOP53	61.660137
NOP56	227.172913
NOP58	84.13243100000001
NOP9	10.119274
NOVA1	0.007103
NOVA2	0.0
NPM1	882.801392
NPM2	2.703004
NPM3	45.891822999999995
NR0B1	0.0
NSA2	52.875214
NSRP1	10.740055
NSUN2	76.24955
NSUN3	15.348131
NSUN4	13.019872
NSUN5	11.317956
NSUN6	9.482032
NSUN7	7.32872
NUDT16	4.482391000000001
NUDT16L1	9.91335
NUDT21	77.30306999999999
NUFIP1	15.088223000000001
NUFIP2	53.019684
NUP153	25.947372
NUPL2	24.262512
NUTF2	57.789349
NXF1	23.610716
NXF2B	0.0
NXF3	0.018409000000000002
NXF5	0.0
NXT1	35.046535
NXT2	18.622404
NYNRIN	0.038843
OAS1	16.956936
OAS2	1.058607
OAS3	11.569719000000001
OASL	6.597981
PA2G4	101.930824
PABPC1	320.135651
PABPC1L	20.427236999999998
PABPC3	2.23011
PABPC4	22.116325
PABPC4L	0.0024649999999999997
PABPC5	0.0
PABPN1	25.917360000000002
PABPN1L	0.0
PAIP1	66.833176
PAIP2	109.551346
PAIP2B	4.305276999999999
PAN2	32.947132
PAN3	42.927376
PAPOLA	85.887886
PAPOLB	0.0
PAPOLG	8.45744
PARK7	171.630066
PARN	31.255919
PARP1	41.232521000000006
PARP12	19.34956
PARP4	101.043449
PARS2	7.470215
PATL1	8.051015
PATL2	3.366429
PCBP1	43.047714
PCBP2	59.184235
PCBP3	0.014759999999999999
PCBP4	2.2181349999999997
PCF11	40.057010999999996
PDCD11	18.291546
PDCD4	57.41861
PDCD7	6.708883
PDE12	10.906257
PEG10	0.055779999999999996
PELO	12.908985000000001
PES1	53.323826000000004
PHAX	22.929667000000002
PHF5A	56.989608999999994
PHRF1	11.867947000000001
PIH1D1	41.433907
PIN4	26.456267999999998
PINX1	12.784999000000001
PIWIL1	124.23731200000002
PIWIL2	0.244364
PIWIL3	0.0
PIWIL4	3.393822
PLD6	2.82173
PLRG1	42.784641
PNLDC1	0.01535
PNN	39.015507
PNO1	15.289573
PNPT1	26.988049
PNRC2	3.129418
POLDIP3	34.543121
POLR1E	25.244310000000002
POLR1G	4.748273999999999
POLR2A	16.995017999999998
POLR2B	81.34314
POLR2D	12.048621
POLR2E	14.670129000000001
POLR2F	18.819430999999998
POLR2G	65.389801
POLR2H	49.513523
POLR2I	29.805294
POLR2J	51.987522
POLR2J2	4.710706
POLR2J3	4.832668
POLR2K	94.26268
POLR2L	56.913441000000006
POLRMT	8.966497
POP1	15.251998
POP4	20.595675
POP5	45.383133
POP7	46.861164
PPAN	25.609461
PPARGC1A	20.70241
PPARGC1B	0.8422370000000001
PPIE	22.068048
PPIH	33.11618
PPIL3	32.510517
PPIL4	15.159772
PPP1R8	20.570787
PPRC1	7.631647999999999
PPWD1	44.608517
PQBP1	31.106578999999996
PRDX1	575.859863
PRIM1	20.815102
PRKDC	75.023834
PRKRA	16.660103
PRORP	11.061289
PRPF18	16.521828
PRPF19	25.45804
PRPF31	26.20956
PRPF38A	15.495915
PRPF38B	14.400570000000002
PRPF39	20.910748
PRPF4	42.023734999999995
PRPF40A	62.872330000000005
PRPF40B	8.403261
PRPF4B	28.963028
PRPF6	62.32003
PRPF8	47.160728000000006
PSIP1	38.203117
PSMA1	104.749207
PSMA6	156.479385
PSPC1	68.737022
PSTK	3.5257160000000005
PTBP1	37.121361
PTBP2	5.486511
PTBP3	106.319313
PTCD1	6.634021000000001
PTCD2	4.234723000000001
PTCD3	80.389046
PTGES3	68.777512
PTGES3L-AARSD1	0.083678
PTRH1	6.161668
PTRH2	40.437656
PTRHD1	27.945269
PUF60	65.287651
PUM1	38.505455
PUM2	33.508709
PUM3	42.963795000000005
PURA	11.101830999999999
PURB	9.73275
PURG	0.008633
PUS1	14.946032999999998
PUS10	8.931560000000001
PUS3	11.083019
PUS7	15.99315
PUS7L	14.237142
PUSL1	10.352998
PWP2	5.657691000000001
PYM1	20.78743
QARS1	72.609451
QKI	0.045379
QRSL1	9.428945
QTRT1	21.562059
QTRT2	22.542811999999998
R3HCC1	14.114066000000001
R3HCC1L	11.549677
R3HDM1	6.850017
R3HDM2	11.913136
RAE1	65.691544
RALY	44.368767
RALYL	0.0
RAMAC	35.283569
RAN	212.19799799999998
RANBP17	7.372064999999999
RANBP2	44.142506
RANBP6	17.103918
RARS1	108.52528400000001
RARS2	17.064978
RAVER1	4.160061
RAVER2	4.033759
RBBP6	19.846708
RBFOX1	0.025169999999999998
RBFOX2	23.23735
RBM10	26.396334000000003
RBM11	0.10299100000000001
RBM12	4.1352519999999995
RBM12B	23.093795999999998
RBM14	13.396004999999999
RBM15	3.2824720000000003
RBM15B	11.773464
RBM17	30.133045000000003
RBM18	21.915138
RBM19	19.93693
RBM20	0.148037
RBM22	34.849728000000006
RBM23	30.682959000000004
RBM24	0.623677
RBM25	23.655296
RBM26	80.812218
RBM27	20.483608
RBM28	5.032453
RBM3	81.644501
RBM33	16.786108
RBM34	35.291862
RBM38	11.342462
RBM39	363.88122599999997
RBM4	45.642292
RBM41	16.393496
RBM42	26.773838
RBM43	1.108781
RBM44	0.10306400000000002
RBM45	12.727304
RBM46	0.009851
RBM47	36.162189
RBM48	6.839687
RBM4B	20.901657
RBM5	35.332729
RBM6	23.631496
RBM7	10.118487
RBM8A	46.305054
RBMS1	4.982365
RBMS2	0.121874
RBMS3	0.038156999999999996
RBMX	131.43958999999998
RBMX2	33.518196
RBMXL1	7.900082
RBMXL2	0.0
RBMXL3	0.0
RBMY1A1	0.0
RBMY1B	0.0
RBMY1D	0.0
RBMY1E	0.0
RBMY1F	0.0
RBMY1J	0.0
RBPMS	7.5299309999999995
RBPMS2	0.0
RC3H1	14.678275
RC3H2	27.180659999999996
RCL1	12.678034
RDM1	2.9726790000000003
REPIN1	117.856926
REXO1	4.261423000000001
REXO2	43.5644
REXO4	21.440107
REXO5	12.503295
RIDA	33.833534
RIOK1	16.442835000000002
RIOK2	15.241593
RIOK3	28.628387
RNASE1	4.8990089999999995
RNASE10	0.0
RNASE11	0.0
RNASE12	0.0
RNASE13	0.12137
RNASE2	0.515552
RNASE3	0.0
RNASE4	6.706482
RNASE6	0.7473069999999999
RNASE7	0.25558200000000003
RNASE8	0.119398
RNASE9	0.100746
RNASEH1	12.969515
RNASEH2A	48.39209
RNASEH2B	43.023041
RNASEH2C	9.646238
RNASEK	41.720695
RNASEL	7.075097
RNASET2	3.002462
RNF113A	24.969328
RNF113B	0.117052
RNF17	0.017822
RNGTT	12.111948
RNH1	27.699003
RNMT	8.920602
RNPC3	14.849079999999999
RNPS1	58.237460999999996
RO60	11.318607
RP1-37E16.12	0.0
RP11-108K14.8	1.256992
RP11-111H13.1	2.890329
RP11-257K9.8	0.039445
RP11-529K1.3	0.0
RP9	3.204242
RPF1	21.115314
RPF2	12.436709
RPL10	562.653137
RPL10A	785.920105
RPL10L	0.0
RPL11	1138.135498
RPL12	1418.727173
RPL13	743.327759
RPL13A	1093.927612
RPL14	429.719513
RPL15	448.43600499999997
RPL17	372.169373
RPL18	828.263
RPL18A	531.04718
RPL19	1997.121948
RPL21	909.449585
RPL22	250.247009
RPL22L1	31.281527
RPL23	702.153809
RPL23A	1215.86438
RPL24	1050.68042
RPL26	1685.31897
RPL26L1	44.884102
RPL27	1779.0996089999999
RPL27A	395.811127
RPL28	142.43408200000002
RPL29	232.627579
RPL3	937.678284
RPL30	1603.938843
RPL31	954.2958980000001
RPL32	436.00918600000006
RPL34	827.815125
RPL35	2118.6142579999996
RPL35A	1535.454834
RPL36	445.178497
RPL36AL	298.50793500000003
RPL37	409.048645
RPL37A	402.007111
RPL38	1041.398804
RPL39	1328.033081
RPL39L	18.393341
RPL3L	0.139424
RPL4	1204.52771
RPL41	1139.99292
RPL5	745.375183
RPL6	1511.209595
RPL7	1306.44165
RPL7L1	313.922272
RPL8	704.925171
RPL9	645.725769
RPLP0	1911.137573
RPLP1	360.550476
RPLP2	824.831604
RPP14	2.550672
RPP25	33.430878
RPP25L	31.227123
RPP30	26.98807
RPP38	7.492838000000001
RPP40	7.781517999999999
RPS10	587.2648320000001
RPS11	2249.80249
RPS12	1493.295288
RPS13	1059.648926
RPS14	501.27133200000003
RPS15	293.969604
RPS15A	1034.0980220000001
RPS16	67.405632
RPS17	920.38031
RPS19	945.93927
RPS19BP1	40.908211
RPS2	787.5780639999999
RPS20	762.014404
RPS21	660.7969360000001
RPS23	518.700684
RPS24	1947.530518
RPS25	1293.594482
RPS26	130.237549
RPS27	3918.975586
RPS27A	819.557678
RPS27L	36.294571000000005
RPS28	247.62532000000002
RPS29	351.429382
RPS3	1048.125854
RPS3A	1835.3920899999998
RPS4X	885.069275
RPS4Y1	0.010473
RPS4Y2	0.0
RPS5	367.13131699999997
RPS6	2371.226807
RPS7	1364.450928
RPS8	1561.635864
RPS9	568.428284
RPSA	581.218262
RPUSD1	6.952029
RPUSD2	9.553678999999999
RPUSD3	22.661491
RPUSD4	22.089323
RRBP1	25.548164
RRNAD1	13.998928
RRP1	14.959267
RRP12	11.071928
RRP15	10.385008000000001
RRP1B	18.399614
RRP36	36.483746000000004
RRP7A	15.222543
RRP8	5.566724
RRP9	10.710426
RRS1	10.728959
RSL1D1	82.856316
RSL24D1	71.37123100000001
RSRC1	41.131691
RTCA	14.791044
RTCB	72.008606
RTF1	15.725513000000001
RTL3	0.0
RUVBL1	79.973885
RUVBL2	80.292763
SAFB	23.625753
SAFB2	21.504766
SAMD4A	0.554089
SAMD4B	7.576722999999999
SAMHD1	9.584242
SAP18	190.483337
SARNP	27.638215999999996
SARS1	79.73207099999999
SARS2	23.202589
SART1	12.061518
SART3	39.055134
SBDS	33.485649
SCAF1	4.705946
SCAF11	27.968566999999997
SCAF4	8.225864
SCAF8	14.287172
SECISBP2	37.928722
SECISBP2L	13.136588
SEPSECS	8.543586999999999
SERBP1	68.70926700000001
SETD1A	1.791625
SETD1B	1.075073
SETD7	23.775904
SETX	49.980678999999995
SF1	43.241421
SF3A1	33.904816
SF3A2	13.008346000000001
SF3A3	55.297115000000005
SF3B1	119.860855
SF3B2	59.932163
SF3B3	44.514846999999996
SF3B4	21.923468
SF3B5	81.765579
SF3B6	146.404968
SFPQ	118.236038
SFSWAP	15.961341000000001
SHQ1	12.527514
SIDT1	0.544451
SIDT2	5.320822
SLBP	50.097565
SLC4A1AP	15.882764000000002
SLIRP	113.131042
SLTM	87.465149
SLU7	29.895969
SMAD1	6.380137
SMAD2	14.718523000000001
SMAD3	20.94418
SMAD4	0.440409
SMAD5	31.525609999999997
SMAD6	17.477514000000003
SMAD7	7.385671
SMAD9	0.6023310000000001
SMG1	24.335106
SMG5	49.808651
SMG6	4.834594
SMG7	15.446836
SMG8	16.637165
SMG9	11.88912
SMN1	27.912946999999996
SMN2	38.332211
SMNDC1	9.412216
SND1	129.997711
SNIP1	7.100791
SNRNP200	51.578598
SNRNP25	26.4478
SNRNP27	20.622173
SNRNP35	16.31267
SNRNP40	42.445671000000004
SNRNP48	27.422176
SNRNP70	61.080788
